Person_Id,Company Name,Car,Style,Range(Km/Full Charge),Transmission,VehicleType,PriceRange,Capacity(Seats),BootSpace,BaseModel,TopModel,Charging Time(hrs),Color,Free Services,Delivery Days,Ratings(out of 5)
b23cad,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,39,3.95
7.10E+10,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11300000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,23,3.12
a0fee2,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,49,4.07
74163c,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387900,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,30,4.66
4e134f,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2386900,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,20,1.74
e7d230,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2320000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,37,2.65
b28eb7,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,13,4.01
ed562f,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1800541,5,350 L,XM,Dark XZ Plus LUX,8,Grey,Free Charging Station Installation,32,4.91
352a45,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387520,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,23,2.7
964cbd,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,7,1.22
d42ba5,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,10,3.12
5ccdaa,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10600000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,18,3.41
86f58d,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,49,4.5
2b6ea1,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10100000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,33,4.18
b22b26,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1924000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Silver,Free Charging Cable and Installation,24,4.75
1ad6d9,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1399000,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,45,1.07
787f24,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,31,1.34
bfc0c6,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10800000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,60,3.8
5b5e3b,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11200000,5,656 L,S,Sportback 55,12,Silver,3 Years of Free Scheduled Maintenance,52,3.77
74d2f2,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,50,2.59
36c686,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,38,1.97
d6d6f0,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2386900,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,42,2.71
6237f0,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1399000,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,9,1.68
0c1aa1,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1924000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,36,2.61
79f7b1,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,14,4.98
7aa62d,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,10,2.53
cf32bb,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,51,3.24
91b5de,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,14,1.76
06a685,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,54,2.19
b05e0f,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,54,1.56
cd6883,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,47,3.03
86ea0e,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1764000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,47,3.45
b49c42,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1399000,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,25,1.65
b395c1,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,40,4.35
6f5c46,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1924000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,4,1.41
012ef5,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,7,2.91
b11440,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,11,2.84
e0599f,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Black,5 Years of Free Service Plan,32,4.59
2e0789,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,56,2.52
2c4ce4,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,42,1.29
1a8259,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,54,3.29
9f3360,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1923709,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Silver,Free Charging Cable and Installation,16,2.73
5d6949,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,44,1.33
1db7d7,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10800000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,16,4.49
eb0ea8,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,56,1.21
88ce3e,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1399000,5,350 L,XM,Dark XZ Plus LUX,8,White,Free Charging Station Installation,18,3.92
50b7d3,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,39,1.38
b5ebdb,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1490700,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,29,3.13
fac151,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2385000,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,7,4.8
49701a,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,42,3.89
7622d5,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,23,2.96
90da8b,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,21,3.62
31370b,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2386900,5,332 L,Premium Dual Tone,HSE,9,Grey,3 Years of Free Roadside Assistance,3,1.24
9b190a,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,40,3.54
b6bba8,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11000000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,17,1.16
168ea4,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1300541,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,33,1.8
57094f,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11000000,5,656 L,S,Sportback 55,12,Blue,3 Years of Free Scheduled Maintenance,7,3.03
7fd9b0,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10600000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,35,3.24
b99e09,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,50,1.27
9.00E+45,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,43,1.74
51c6eb,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,26,2.32
8f559d,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,19,2.01
361d0e,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10700000,5,656 L,S,Sportback 55,12,Blue,3 Years of Free Scheduled Maintenance,25,1.69
a2f315,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Red,5 Years of Free Service Plan,60,1.01
ca6582,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11100000,5,656 L,S,Sportback 55,12,Blue,3 Years of Free Scheduled Maintenance,28,4.5
4dad2d,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387500,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,56,3.04
986198,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10600000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,11,4
b09013,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1740000,5,350 L,XM,Dark XZ Plus LUX,8,Red,Free Charging Station Installation,46,2.04
1169fd,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,49,3.36
83f88b,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2210000,5,448 L,Excite,Exclusive,7,White,Free Home Charging Unit,55,2.35
d6b1a3,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,60,2.05
9542fa,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,59,3.9
11555,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11200000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,57,3.8
49952b,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11100000,5,656 L,S,Sportback 55,12,Blue,3 Years of Free Scheduled Maintenance,13,2.52
9e1fed,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,34,4.08
dfc2cd,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,7,2.23
b4679b,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1699999,5,350 L,XM,Dark XZ Plus LUX,8,Blue,Free Charging Station Installation,3,1.78
58e773,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,17,4.58
7eddfe,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2386900,5,332 L,Premium Dual Tone,HSE,9,Grey,3 Years of Free Roadside Assistance,12,3.89
3.09E+05,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1740000,5,350 L,XM,Dark XZ Plus LUX,8,Red,Free Charging Station Installation,20,2.06
ba7882,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1699999,5,350 L,XM,Dark XZ Plus LUX,8,Grey,Free Charging Station Installation,24,3
0.00E+00,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1740000,5,350 L,XM,Dark XZ Plus LUX,8,Grey,Free Charging Station Installation,10,2.84
d81639,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,39,3.37
d014c2,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,49,3.25
1441ed,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,30,1.84
4ab1ad,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,35,1.62
60c8d4,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1764000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,16,2.03
883176,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,30,3.27
fd39f6,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11300000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,36,1.49
da02f5,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,23,4.39
a5ffba,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,16,2.72
1589d2,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1774000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,58,2.04
f0bf7c,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,10,1.7
7a1b4a,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2205000,5,448 L,Excite,Exclusive,7,Black,Free Home Charging Unit,44,2.66
431f47,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,38,2.58
caf80b,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1260000,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,55,2.12
99de3d,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11100000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,30,2.42
8ce0b6,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,6,1.84
706aeb,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387500,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,42,1.81
dc81e0,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11100000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,3,4.53
dc6391,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,59,3.04
2bc944,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,55,3.4
353d4c,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1774000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,14,1.21
378c8e,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2199000,5,448 L,Excite,Exclusive,7,Blue,Free Home Charging Unit,27,1.1
e7988a,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,16,2.83
06f902,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10800000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,55,2.31
d4d368,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,60,2.06
16eb78,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,43,1.9
608439,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,46,2.76
3c3e90,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Black,5 Years of Free Service Plan,51,3.23
689cbf,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1774000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,49,2.87
53e9f9,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,51,3.78
319789,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11900000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,45,4.36
e444b6,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1924000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,13,4.65
2a7383,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1740000,5,350 L,XM,Dark XZ Plus LUX,8,Grey,Free Charging Station Installation,23,1.92
7fed1c,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10600000,5,656 L,S,Sportback 55,12,Silver,3 Years of Free Scheduled Maintenance,42,3.77
051b49,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1764000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Silver,Free Charging Cable and Installation,22,1.88
f4f7ce,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11900000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,27,1.67
5f33d7,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1427200,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,36,3.56
ccb63c,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1427200,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,34,3.13
444fb1,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,4,4.91
2fcba3,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2385000,5,332 L,Premium Dual Tone,HSE,9,White,3 Years of Free Roadside Assistance,45,1.48
12fa1c,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11100000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,38,4.04
825116,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1923709,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,19,4.93
0a7a59,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Silver,Free Charging Cable and Installation,24,1.66
fab600,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1260000,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,13,1.23
3f602e,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,44,4.44
d4bca4,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,53,3.86
657d0c,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,60,4.16
d7944c,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,25,3.51
67b13d,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1330700,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,15,1.44
d7897e,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2381000,5,332 L,Premium Dual Tone,HSE,9,Grey,3 Years of Free Roadside Assistance,20,3.59
12bf35,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1924000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,30,2.76
e2ed72,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11000000,5,656 L,S,Sportback 55,12,Silver,3 Years of Free Scheduled Maintenance,22,4.51
83e956,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1260000,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,8,2.88
b7e218,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1924000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,31,1.5
4743a1,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,29,2.61
8033b8,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,13,1
b4e530,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1399000,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,21,2.91
671c36,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,38,1.24
4dd4e7,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Black,5 Years of Free Service Plan,46,3.22
7dc6a8,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11100000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,52,2.17
0f6117,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2210000,5,448 L,Excite,Exclusive,7,Black,Free Home Charging Unit,35,3.81
fadfd3,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Blue,Free Maintenance and Roadside Assistance,34,2.93
b1dc9a,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Red,5 Years of Free Service Plan,58,4.87
8e837c,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11100000,5,656 L,S,Sportback 55,12,Blue,3 Years of Free Scheduled Maintenance,14,3.75
4e8300,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,36,3.91
3190da,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,7,3.35
2baa0a,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,28,4.38
0caf7a,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,28,3.41
